y_val,y_pred_val
38.85,43.82339999999999
70.88,69.49310000000001
53.46,54.36399999999994
62.77,62.64159999999997
50.26,48.74319999999999
65.36,64.06630000000003
67.69,65.74010000000003
59.65,57.38250000000002
60.91,61.38829999999999
62.37,62.595199999999984
70.67,70.87610000000001
54.01,54.077799999999954
53.24,53.153899999999986
60.49,48.4555
71.38,71.0858
42.16,42.755099999999956
18.68,29.313299999999998
64.32,61.182199999999966
43.62,42.94279999999997
40.36,42.21010000000002
58.14,59.53420000000001
67.16,68.05230000000002
63.77,62.441099999999985
56.74,53.59809999999996
65.32,64.58889999999994
53.66,55.091000000000015
70.04,71.08590000000002
66.1,65.06370000000003
65.66,64.7895
65.81,62.94860000000003
54.62,55.838800000000056
73.65,73.44080000000007
71.14,63.720600000000005
53.19,52.817
70.32,70.69789999999995
43.97,39.34279999999998
69.36,70.315
44.47,44.432900000000025
78.73,76.33030000000004
50.13,50.36499999999998
85.4,84.2299
61.18,60.36639999999999
72.23,71.8478
40.48,42.63279999999997
52.52,47.603300000000026
69.34,69.19230000000002
73.5,73.51070000000001
47.17,47.02259999999999
73.28,73.41619999999995
34.8,34.709699999999984
83.25,83.47010000000007
67.83,63.30179999999998
53.09,53.3385
41.62,41.376799999999996
45.37,45.3787
49.24,56.751900000000006
77.38,78.74820000000001
63.79,62.47459999999998
17.71,18.86789999999999
76.69,78.285
58.61,59.084999999999965
73.46,73.61260000000004
74.04,74.41350000000003
80.19,79.4919
65.15,65.45569999999998
54.0,53.87649999999999
42.94,44.0329
43.08,53.01749999999999
55.69,59.1475
72.52,72.21140000000005
68.5,68.49859999999995
53.7,55.72080000000003
69.77,70.46689999999995
65.14,73.6001
70.98,71.03669999999994
55.17,56.573200000000014
67.97,68.45440000000004
66.29,66.60200000000003
60.91,61.63560000000001
67.1,69.14380000000001
57.09,56.66060000000005
82.74,78.1757
53.31,54.18390000000002
46.4,49.052700000000044
79.18,79.96000000000001
60.06,63.902300000000025
77.06,63.39660000000001
44.7,44.57039999999999
67.12,68.79479999999998
55.11,54.553199999999975
51.74,51.9318
69.02,67.64190000000004
67.62,68.057
66.06,66.31550000000001
